audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-01257,125,high_noise|long_query|high_value_chapter_85|top1_mismatch|top10_miss|slow_search,cc-01257,plastic dosing cup for domestic electric coffee grinder baratza encore appliance part,plastic dosing cup domestic electric coffee grinder baratza encore appliance part,Plastic dosing cup for domestic electric coffee grinder (Baratza Encore) - appliance part,8509.90.55.00,8509.90.55.00,85,single_label,1,2,201,1748,6912.00.45.00,"Cups valued over $5.25 per dozen; saucers valued over $3 per dozen; soups, oatmeals and cereals valued over $6 per dozen; plates not over 22.9 cm in maximum diameter and valued over $6 per dozen; plates over 22.9 but not over 27.9 cm in maximum diameter and valued over $8.50 per dozen; platters or chop dishes valued over $35 per dozen; sugars valued over $21 per dozen; creamers valued over $15 per dozen; and beverage servers valued over $42 per dozen",6912.00.45.00|6912.00.41.00|8516.71.00.20|8516.71.00.40|8509.40.00.40|9018.90.60.00|8456.11.70.00|8210.00.00.00|8456.12.70.00|8479.82.00.40,,,Other,"Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof: > Parts: > Other",PENDING,,,
audit-cc-01077,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01077,moon collar pin double chain. silver collar chain. collar pin. collar clips. collar pendant. gothic punk jewelry . lapel pins. corporate goth,moon collar pin double chain silver collar chain collar pin collar clips,Moon Collar Pin Double Chain. Silver Collar Chain. Collar Pin. Collar Clips. Collar Pendant. Gothic Punk Jewelry . Lapel pins. Corporate Goth,7117.90.55.00,7117.90.55.00,71,single_label,1,2,201,1720,7319.40.30.00,Dressmakers' or common pins,7319.40.30.00|7319.40.50.10|7319.40.20.10|9111.20.20.00|4403.21.01.20|4403.22.01.20|4412.39.50.30|7319.40.20.50|7315.12.00.60|7315.12.00.40,,,Other,Imitation jewelry: > Other: > Other,PENDING,,,
audit-cc-01175,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01175,palestine silver mils vf high grade very scarce british admin. rare coin,palestine silver mils vf high grade very scarce british admin rare coin,Palestine 1934 SILVER 50 Mils VF HIGH Grade Very SCARCE British Admin. RARE Coin,7118.90.00.19,7118.90.00.19,71,single_label,1,2,201,1706,9705.31.00.01,"Coins made prior to the 14th century and not known to be the direct products of excavations, finds or archaeological sites",9705.31.00.01|9705.31.00.10|9705.31.00.50|4707.20.00.20|2846.90.20.05|2846.90.20.15|2846.90.20.82|7228.30.80.05|2616.10.00.40|9111.20.20.00,,,Other,Coin: > Other > Other,PENDING,,,
audit-cc-01804,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01804,"wolf charm pendant wolf necklace gift for her animal lover gift disc pendant wolf jewelry charm wolf lover necklace gift necklace gold filled, and engraving, i'd like my engraving to be words stacked on top of each other so lines all caps. any simple font will do, and whatever size fits. the words will be with no quotations she lives entirely . please feel free to message with any questions. thank you",wolf charm pendant wolf necklace her animal lover disc pendant wolf jewelry,"Wolf Charm Pendant Wolf Necklace Gift for Her Animal Lover Gift Disc Pendant Wolf Jewelry Charm Wolf Lover Necklace Gift Necklace (Gold Filled, 10mm + engraving, I'd like my engraving to be 3 words stacked on top of each other (so 3 lines) all caps. Any simple font will do, & whatever size fits. The words will be (with no quotations): ""SHE LIVES ENTIRELY"". Please feel free to message with any questions. Thank you!)",7113.20.50.00,7113.20.50.00,71,single_label,1,2,201,1707,7113.20.10.00,"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.20.10.00|7113.20.21.00|7113.20.25.00|7018.10.10.00|7018.10.20.00|7018.20.00.00|7113.19.50.91|7113.11.10.00|7113.19.10.00|7113.19.50.21,,,Other,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of base metal clad with precious metal: > Other",PENDING,,,
audit-cc-00124,125,high_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00124,"blue nitrile palm coated work gloves, cotton supported , safety cuff",nitrile palm coated work gloves cotton supported safety cuff,"Blue Nitrile Palm Coated Work Gloves, Cotton Supported , Safety Cuff",6116.10.48.20,6116.10.48.20,61,single_label,1,2,201,1534,6116.10.55.10,Subject to cotton restraints (331),6116.10.55.10|6116.10.75.10|6116.10.17.20|4015.12.10.10|4015.12.10.20|6116.10.48.10|6116.10.55.20|6116.10.75.20|6116.10.05.00|6116.10.17.30,,,Subject to man-made fiber re- straints (631),"Gloves, mittens and mitts, knitted or crocheted: > Impregnated, coated, covered or laminated with plastics or rubber: > Other > Subject to man-made fiber re- straints (631)",PENDING,,,
audit-cc-01941,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01941,"yellow corduroy shoulder bag for teacher, slouchy hobo purse, aesthetic market tote, japanese style triangle bag, minimalist book lover gift",corduroy shoulder bag teacher slouchy hobo purse aesthetic market tote japanese triangle,"Yellow Corduroy Shoulder Bag for Teacher, Slouchy Hobo Purse, Aesthetic Market Tote, Japanese Style Triangle Bag, Minimalist Book Lover Gift",4202.22.45.00,4202.22.45.00,42,single_label,1,2,201,1863,4202.22.35.00,Of abaca,4202.22.35.00|4202.22.40.10|4202.22.40.20|4202.92.60.10|4202.92.91.00|4202.92.31.20|4202.22.70.00|4202.92.04.00|4202.22.40.40|4202.92.93.15,,,Of cotton (369),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of cotton (369)",PENDING,,,
audit-cc-01626,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01626,tortellini leather keychain in butter yellow handmade pasta gift for foodie or chef soft lambskin leather italian themed host gift,tortellini leather keychain butter pasta foodie chef soft lambskin leather italian themed,Tortellini Leather Keychain in Butter Yellow - Handmade Pasta Gift for Foodie or Chef | Soft Lambskin Leather Italian Themed | Host Gift,4202.31.60.00,4202.31.60.00,42,single_label,1,2,201,1694,1902.20.00.40,Frozen,1902.20.00.40|1902.20.00.60|1902.11.20.20|1902.19.20.20|1902.11.20.90|1902.19.20.90|1902.11.20.10|1902.19.20.10|1902.40.00.00|1902.30.00.40,,,Other,"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of leather or of composition leather: > Other",PENDING,,,
audit-cc-01530,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01530,"solid sterling silver gold flat head screw stud earrings, unique industrial style jewelry for men and women, punk minimalist design",solid sterling silver gold flat head screw stud earrings unique industrial jewelry,"Solid 925 Sterling Silver Gold Flat Head Screw Stud Earrings, Unique Industrial Style Jewelry for Men and Women, Punk Minimalist Design",7113.11.20.00,7113.11.20.00,71,single_label,1,2,201,1635,7117.11.00.00,Cuff links and studs,7117.11.00.00|7117.19.20.00|7113.11.10.00|7318.15.40.00|7415.33.05.00|7318.15.80.20|7318.15.50.30|7117.90.55.00|7113.19.50.30|7117.19.90.00,,,Valued not over $18 per dozen pieces or parts,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of silver, whether or not plated or clad with other precious metal: > Valued not over $18 per dozen pieces or parts",PENDING,,,
audit-cc-01694,125,high_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-01694,vintage carhartt canvas carpenter double knee work pants dkb distressed,carhartt canvas carpenter double knee work pants dkb distressed,Vintage Carhartt Canvas Carpenter Double Knee Work Pants 40 X 32 DKB Distressed,6203.42.07.16,6203.42.07.16,62,single_label,1,2,201,1852,6203.42.07.06,Corduroy (347),6203.42.07.06|6201.30.80.21|6203.42.45.06|6103.42.20.10|6103.42.20.15|6101.20.00.10|6402.91.40.05|6402.91.40.40|3401.30.10.00|3402.50.11.00,,,Other (347),"Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear): > Of cotton: > Other > Other (347)",PENDING,,,
audit-cc-01238,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01238,pink opal earrings gold filled wire wrapped natural gemstones simple classic dainty dangle drops october birthstone gift for her women,opal earrings gold filled wire wrapped natural gemstones simple classic dainty dangle,Pink Opal Earrings Gold Filled wire wrapped natural gemstones simple classic dainty dangle drops October birthstone gift for her women 6281,7116.20.15.00,7116.20.15.00,71,single_label,1,2,201,3584,7103.91.00.30,Emeralds,7103.91.00.30|7103.91.00.20|7117.11.00.00|2513.20.10.00|2528.00.00.05|2528.00.00.10|7018.10.10.00|7018.10.20.00|7116.10.10.00|7116.20.05.00,,,Other,"Articles of natural or cultured pearls, precious or semiprecious stones (natural, synthetic or reconstructed): > Of precious or semiprecious stones (natural, synthetic or reconstructed): > Other",PENDING,,,
audit-cc-01247,125,high_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-01247,plastic and foam football training or field accessories . no aluminum content. add cvd and lacey do not apply,plastic foam football training field accessories no aluminum content add cvd lacey,Plastic and foam football training or field accessories . NO ALUMINUM CONTENT. ADD/CVD + Lacey do not apply.,9506.99.60.80,9506.99.60.80,95,single_label,1,2,201,1754,9506.99.20.00,"Football, soccer and polo articles and equip- ment, except balls, and parts and accessories thereof",9506.99.20.00|9506.62.40.40|9506.62.40.80|9506.99.28.00|9506.62.80.40|9506.70.60.80|9506.69.60.10|9506.99.25.80,,,Other,"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and wading pools; parts and accessories thereof: > Other: > Other > Other",PENDING,,,
audit-cc-01623,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01623,tooled leather keychain wristlet western key fob wrist lanyard cowgirl car accessory purse accessory,tooled leather keychain wristlet western key fob wrist lanyard cowgirl car accessory,Tooled Leather Keychain Wristlet: Western Key Fob| Wrist Lanyard | Cowgirl Car Accessory |Purse Accessory,4202.31.60.00,4202.31.60.00,42,single_label,1,2,201,1576,4202.21.30.00,Of reptile leather,4202.21.30.00|4202.31.30.00|4205.00.40.00|4205.00.20.00|4203.30.00.00|4201.00.30.00|4201.00.60.00,,,Other,"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of leather or of composition leather: > Other",PENDING,,,
audit-cc-01125,125,high_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-01125,"nordic wool argyle socks, cozy warm gift for women and men winter thick vagn",nordic wool argyle socks cozy warm women men winter thick vagn,"Nordic Wool Argyle Socks, Cozy Warm Gift for Women & Men Winter Thick - Vagn",6115.96.90.20,6115.96.90.20,61,single_label,1,2,201,1660,6115.94.00.00,Of wool or fine animal hair (432),6115.94.00.00|6115.96.60.10|6115.96.90.10|6203.11.15.00|6203.11.60.00|6203.41.03.10|5101.11.20.00|5101.21.15.00|5101.21.65.00|6115.99.14.10,,,Other (632),"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted: > Of synthetic fibers: > Other > Other (632)",PENDING,,,
audit-cc-00107,125,high_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-00107,billiards pocket maker urine for a loss ball pool accessory,billiards pocket maker urine loss ball pool accessory,Billiards Pocket Maker : Urine for a Loss - 8 Ball Pool Accessory,9504.20.80.00,9504.20.80.00,95,single_label,1,2,201,1692,9504.20.20.00,Balls,9504.20.20.00|9504.20.40.00|9504.90.90.40|8482.99.35.00|9018.90.50.40|9019.10.20.90|9504.20.60.00|9504.90.90.60|9504.30.00.10|9504.30.00.60,,,"Other, including parts and accessories","Video game consoles and machines, table or parlor games, including pinball machines, billiards, special tables for casino games and automatic bowling equipment, amusement machines operated by coins, banknotes, bank cards, tokens or by any other means of payment: > Articles and accessories for billiards of all kinds: > Other, including parts and accessories",PENDING,,,
